ClaimNumber,DateReceived,IncidentDate,AirportCode,AirportName,AirlineName,ClaimType,ClaimSite,ItemCategory,CloseAmount,Disposition,Lat,Long,-,Audio/Video,Automobile Parts & Accessories,Baggage/Cases/Purses,"Books, Magazines & Other",Cameras,Clothing,Computer & Accessories,Cosmetics & Grooming,Crafting & Hobby,Currency,Food & Drink,Home Decor,Household Items,Hunting & Fishing Items,Jewelry & Watches,Medical/Science,Musical Instruments & Accessories,Office Equipment & Supplies,Other,Outdoor Items,Personal Accessories,Personal Documents,Personal Electronics,Personal Navigation,Sporting Equipment & Supplies,Tools & Home Improvement Supplies,Toys & Games,Travel Accessories
2015070000000,21-Jul-15,2-Jul-15,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Jewelry & Watches,$562.64 ,0,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,31-Jul-15,2-Jul-15,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Clothing,-,1,39.499108,-119.768108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,7-Aug-15,10-Jun-15,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015080000000,17-Aug-15,12-Aug-15,RNO,Reno/Tahoe International,USAir  ,Passenger Property Loss,Checked Baggage,Medical/Science; Medical/Science; Medical/Science; Medical/Science; Medical/Science,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,31-Aug-15,21-Jul-15,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015090000000,2-Sep-15,17-Jul-15,RNO,Reno/Tahoe International,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,22-Sep-15,15-Sep-15,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Personal Electronics,$320.00 ,0,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015100000000,1-Oct-15,23-Aug-15,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,$129.00 ,0,39.499108,-119.768108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,5-Oct-15,21-Sep-15,RNO,Reno/Tahoe International,American Airlines  ,Property Damage,Checkpoint,Household Items; Jewelry & Watches,$108.70 ,0,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015110000000,13-Oct-15,9-Oct-15,RNO,Reno/Tahoe International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,1,39.499108,-119.768108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,16-Oct-15,23-Sep-15,RNO,Reno/Tahoe International,UAL  ,Passenger Property Loss,Checkpoint,Hunting & Fishing Items,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015110000000,21-Oct-15,25-Sep-15,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015110000000,26-Oct-15,24-Oct-15,RNO,Reno/Tahoe International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$10.00 ,0,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015110000000,2-Nov-15,9-Oct-15,RNO,Reno/Tahoe International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,1,39.499108,-119.768108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,12-Nov-15,23-Sep-15,RNO,Reno/Tahoe International,UAL  ,Complaint,Checkpoint,-,-,1,39.499108,-119.768108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,3-Dec-15,30-Nov-15,RNO,Reno/Tahoe International,Jet Blue,Property Damage,Checkpoint,Personal Electronics,$138.08 ,0,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015120000000,4-Dec-15,22-Nov-15,RNO,Reno/Tahoe International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,8-Dec-15,20-Nov-15,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Travel Accessories,$0.00 ,1,39.499108,-119.768108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015120000000,9-Dec-15,7-Dec-15,RNO,Reno/Tahoe International,Alaska Airlines  ,Property Damage,Checked Baggage,Clothing,-,1,39.499108,-119.768108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016010000000,15-Dec-15,8-Dec-15,RNO,Reno/Tahoe International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,1,39.499108,-119.768108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015010000000,28-Jan-15,23-Jan-14,RIC,Richmond International,UAL  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Other,$0.00 ,1,37.505167,-77.319667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015020000000,5-Feb-15,29-Jan-15,RIC,Richmond International,USAir  ,Property Damage,Checked Baggage,Medical/Science,$175.00 ,0,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,20-Feb-15,8-Dec-14,RIC,Richmond International,Southwest Airlines  ,Property Damage,Checked Baggage,-,$0.00 ,1,37.505167,-77.319667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015040000000,1-Apr-15,18-Nov-14,RIC,Richmond International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,$0.00 ,1,37.505167,-77.319667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015050000000,27-Apr-15,18-Apr-15,RIC,Richmond International,Jet Blue,Passenger Property Loss,Checked Baggage,Audio/Video,$0.00 ,1,37.505167,-77.319667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,27-May-15,11-May-15,RIC,Richmond International,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,$0.00 ,1,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015060000000,15-Jun-15,10-Jun-15,RIC,Richmond International,Delta Air Lines  ,Property Damage,Checked Baggage,Audio/Video,$250.00 ,0,37.505167,-77.319667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,18-Jun-15,21-May-15,RIC,Richmond International,USAir  ,Passenger Property Loss,Checked Baggage,Other,$500.00 ,0,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015070000000,1-Jul-15,12-Jun-15,RIC,Richmond International,Unknown,Property Damage,Checkpoint,Other,$12.00 ,0,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015070000000,20-Jul-15,5-Jul-15,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,1,37.505167,-77.319667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,22-Jul-15,6-May-15,RIC,Richmond International,Jet Blue,Passenger Property Loss,Checked Baggage,Audio/Video; Audio/Video; Jewelry & Watches; Medical/Science,$0.00 ,1,37.505167,-77.319667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,24-Jul-15,15-May-15,RIC,Richmond International,Unknown,Property Damage,Checked Baggage,Baggage/Cases/Purses,$300.00 ,0,37.505167,-77.319667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,30-Jul-15,14-Jun-15,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Automobile Parts & Accessories,$248.06 ,0,37.505167,-77.319667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,7-Aug-15,25-Jun-15,RIC,Richmond International,Southwest Airlines  ,Personal Injury,Checked Baggage,Baggage/Cases/Purses,-,1,37.505167,-77.319667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,17-Aug-15,12-Aug-15,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$0.00 ,1,37.505167,-77.319667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,31-Aug-15,8-Aug-15,RIC,Richmond International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming,-,1,37.505167,-77.319667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,1-Sep-15,3-Jul-15,RIC,Richmond International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$200.63 ,0,37.505167,-77.319667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,29-Sep-15,26-Sep-15,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$13.18 ,0,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015110000000,3-Oct-15,20-Sep-15,RIC,Richmond International,USAir  ,Property Damage,Checkpoint,Household Items,$36.94 ,0,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,20-Oct-15,28-Aug-15,RIC,Richmond International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Medical/Science; Medical/Science,-,1,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,13-Nov-15,26-Oct-15,RIC,Richmond International,American Airlines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,1,37.505167,-77.319667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,17-Nov-15,29-Aug-15,RIC,Richmond International,Delta Air Lines  ,Property Damage,Checked Baggage,"Books, Magazines & Other",-,1,37.505167,-77.319667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015120000000,16-Dec-15,14-Oct-14,RIC,Richmond International,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,1,37.505167,-77.319667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,28-Aug-15,16-Aug-15,RHI,Rhinelander-Onieta,Delta Air Lines  ,Property Damage,Checked Baggage,Household Items,$0.00 ,1,45.6312,-89.4675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015010000000,2-Jan-15,14-Dec-14,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checkpoint,-,$150.00 ,0,35.877639,-78.787472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015010000000,14-Jan-15,13-Jan-15,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Personal Electronics,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015010000000,30-Jan-15,11-Jan-15,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,2-Feb-15,3-Dec-14,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing,$90.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,5-Feb-15,5-Jan-15,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checkpoint,-,-,1,35.877639,-78.787472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,6-Feb-15,1-Dec-14,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checked Baggage,Cosmetics & Grooming,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,10-Feb-15,9-Feb-15,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Other,$77.55 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015020000000,10-Feb-15,3-Feb-15,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,-,$299.00 ,0,35.877639,-78.787472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,18-Feb-15,21-Jan-15,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Personal Accessories,$226.98 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015020000000,26-Feb-15,4-Feb-15,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,-,$19.19 ,0,35.877639,-78.787472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015020000000,27-Feb-15,25-Feb-15,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checkpoint,-,-,1,35.877639,-78.787472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015030000000,2-Mar-15,21-Feb-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,$50.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015030000000,11-Mar-15,16-Feb-15,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,$61.06 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015030000000,12-Mar-15,14-Feb-15,RDU,Raleigh-Durham International,Jet Blue,Passenger Property Loss,Checked Baggage,Personal Electronics,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015040000000,1-Apr-15,23-Mar-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,$250.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015040000000,3-Apr-15,3-Mar-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$60.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015040000000,6-Apr-15,5-Apr-15,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,$10.73 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015040000000,13-Apr-15,30-Mar-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Currency,$350.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015040000000,28-Apr-15,13-Apr-15,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,$26.70 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015050000000,28-Apr-15,14-Feb-15,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing; Clothing; Food & Drink,$336.96 ,0,35.877639,-78.787472,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015050000000,11-May-15,10-May-15,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,$177.69 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,10-Jun-15,11-May-15,RDU,Raleigh-Durham International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,10-Jun-15,20-May-15,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,-,1,35.877639,-78.787472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,11-Jun-15,9-Jun-15,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checked Baggage,Clothing; Other,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015060000000,18-Jun-15,6-Jun-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Clothing; Jewelry & Watches,$0.00 ,1,35.877639,-78.787472,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,22-Jun-15,14-May-15,RDU,Raleigh-Durham International,USAir  ,Passenger Property Loss,Checkpoint,Currency,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015060000000,23-Jun-15,5-Jun-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,$34.98 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2015060000000,23-Jun-15,14-Jun-15,RDU,Raleigh-Durham International,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,29-Jun-15,13-Jun-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Medical/Science,$54.94 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,7-Jul-15,19-May-15,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,$20.94 ,0,35.877639,-78.787472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,15-Jul-15,23-Jun-15,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency; Hunting & Fishing Items,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,15-Jul-15,2-Jul-15,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Audio/Video; Baggage/Cases/Purses,$250.00 ,0,35.877639,-78.787472,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015070000000,23-Jul-15,21-Jul-15,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,29-Jul-15,25-Jun-15,RDU,Raleigh-Durham International,American Airlines  ,Property Damage,Checkpoint,Personal Accessories,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015070000000,30-Jul-15,4-Jul-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$25.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,30-Jul-15,4-Feb-15,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,"$1,000.00 ",0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015080000000,30-Jul-15,28-May-15,RDU,Raleigh-Durham International,American Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,$800.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,3-Aug-15,12-Jul-15,RDU,Raleigh-Durham International,UAL  ,Passenger Property Loss,Checked Baggage,Clothing; Computer & Accessories; Computer & Accessories; Jewelry & Watches; Jewelry & Watches; Personal Electronics,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015080000000,13-Aug-15,29-Jul-15,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,$250.00 ,0,35.877639,-78.787472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,17-Aug-15,6-Aug-15,RDU,Raleigh-Durham International,Frontier Airlines,Passenger Property Loss,Checkpoint,Travel Accessories,$72.47 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015080000000,19-Aug-15,6-Aug-15,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Cameras,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015080000000,24-Aug-15,12-Aug-15,RDU,Raleigh-Durham International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,$40.00 ,0,35.877639,-78.787472,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,25-Aug-15,18-Jul-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Audio/Video,$0.00 ,1,35.877639,-78.787472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,31-Aug-15,11-Aug-15,RDU,Raleigh-Durham International,Jet Blue,Property Damage,Checkpoint,Baggage/Cases/Purses,$81.64 ,0,35.877639,-78.787472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015090000000,31-Aug-15,12-Aug-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Property Damage,Checked Baggage,Medical/Science,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,24-Sep-15,11-Aug-15,RDU,Raleigh-Durham International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,$0.00 ,1,35.877639,-78.787472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,24-Sep-15,8-Jul-15,RDU,Raleigh-Durham International,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,1,35.877639,-78.787472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015100000000,30-Sep-15,11-Sep-15,RDU,Raleigh-Durham International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,$125.00 ,0,35.877639,-78.787472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
